@relation matrixdomains

@attribute numberOfRows numeric
@attribute numberOfColumns numeric
@attribute numberOfConnectedComponent numeric
@attribute numberOfBlockFromDmPerm numeric
@attribute normalizedAvgNNZPerRow numeric
@attribute avgNNZPerRow numeric
@attribute stdNNZPerRow numeric
@attribute varNNZPerRow numeric
@attribute maxEig numeric
@attribute field {real,pattern}
@attribute symmetric {symmetric,general,skew-symmetric}
@attribute domain {'subsequent circuit simulation problem','structural problem','optimization problem','computational fluid dynamics problem','undirected graph','2D/3D problem','directed graph','chemical process simulation problem','power network problem','economic problem','circuit simulation problem','subsequent computational fluid dynamics problem','subsequent theoretical/quantum chemistry problem','electromagnetics problem','directed weighted graph','materials problem','eigenvalue/model reduction problem','model reduction problem','undirected random graph','thermal problem'}

@data
961,961,1,1,0.005069,4.870968,0.347611,0.120833,0,real,general,'subsequent computational fluid dynamics problem'
2163,2163,2,2,0.015916,34.42626,17.686929,312.827469,51.845999,real,general,'computational fluid dynamics problem'
9506,9506,1,1,0.009056,86.082685,7.544342,56.917097,1.712159,real,symmetric,'subsequent theoretical/quantum chemistry problem'
16146,16146,1,1,0.003894,62.873529,12.409778,154.002586,1219418392115.65056,real,symmetric,'structural problem'
2000,2000,1,1,0.009995,19.99,4.544912,20.656228,21.076079,pattern,symmetric,'undirected random graph'
800,800,1,1,0.059925,47.94,6.652008,44.249212,48.868246,pattern,symmetric,'undirected random graph'
17758,17758,23,23,0.000314,5.58323,13.012369,169.32176,1.494846,real,general,'circuit simulation problem'
20614,20614,2754,2774,0.000263,5.428495,6.29628,39.643143,256,real,general,'economic problem'
13935,13935,1,2226,0.000326,4.543021,3.779766,14.286634,0,real,general,'chemical process simulation problem'
2597,2597,242,242,0.011307,29.363881,14.974672,224.240806,26.026818,real,general,'subsequent computational fluid dynamics problem'
968,968,1,1,0.006011,5.818182,0.406768,0.16546,36.805107,real,general,'computational fluid dynamics problem'
48,48,1,1,0.132813,6.375,1.044234,1.090426,49.571439,real,symmetric,'structural problem'
1813,1813,7,473,0.003417,6.195256,30.785978,947.776423,2.758579,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.180683,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.872038,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291122,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
60008,60008,1,1,0.000071,4.2495,53.973142,2913.100013,41.057362,real,symmetric,'optimization problem'
51537,51537,307,307,0.000381,19.612647,5.32319,28.336353,6.733888,real,symmetric,'structural problem'
40798,40798,2,2,0.001441,58.782783,495.468268,245488.8043,181827.506225,real,symmetric,'power network problem'
105,105,1,1,0.08,8.4,5.474767,29.973077,11.932634,pattern,symmetric,'undirected graph'
11143,11143,1,1,0.000529,5.890335,0.890323,0.792675,6.278965,pattern,symmetric,'undirected graph'
21701,21701,1,277,0.000179,3.874292,0.346215,0.119865,3.996123,pattern,symmetric,'2D/3D problem'
13250,13250,1903,5195,0.000278,3.678113,2.790549,7.787165,1069774519.452205,real,general,'eigenvalue/model reduction problem'
26518,26518,20167,643,0.000093,2.46508,4.365098,19.054085,3.545785,pattern,general,'directed graph'
49702,49702,172,172,0.000135,6.700515,23.220699,539.200885,90351696.713173,real,general,'circuit simulation problem'
20209,20209,1,1,0.000341,6.889653,1.97154,3.886972,0.000086,real,symmetric,'model reduction problem'
27770,27770,20086,4455,0.000457,12.704609,15.967372,254.956963,10.801154,pattern,general,'directed graph'
2361,2361,101,579,0.002481,5.85684,7.955374,63.287971,19.959117,pattern,symmetric,'undirected graph'
10728,10728,1,1,0.000739,7.923192,12.819544,164.340702,74657.473846,real,symmetric,'optimization problem'
3200,3200,14,14,0.001789,5.72375,1.965774,3.864269,3.751693,real,symmetric,'electromagnetics problem'
2802,2802,109,3,0.035327,98.987152,37.521916,1407.894158,117.724476,pattern,symmetric,'structural problem'
685,685,1,1,0.006924,4.743066,1.792928,3.21459,52371.493125,real,symmetric,'power network problem'
1083,1083,1083,1083,0.000923,1,0,0,0.000518,real,symmetric,'structural problem'
161,161,1,1,0.053123,8.552795,1.224238,1.498758,9.821749,pattern,symmetric,'structural problem'
361,361,1,1,0.022659,8.180055,1.345049,1.809157,9.807722,pattern,symmetric,'structural problem'
1349,1349,1,1,0.005001,6.746479,0.671205,0.450516,7.954292,pattern,symmetric,'2D/3D problem'
1374,1374,1,57,0.004549,6.250364,2.546562,6.484978,779.803446,real,general,'2D/3D problem'
961,961,1,1,0.005069,4.870968,0.347611,0.120833,7.731735,real,general,'subsequent computational fluid dynamics problem'
5005,5005,2111,2111,0.0008,4.002597,2.663554,7.094518,6758440.053686,real,general,'computational fluid dynamics problem'
974,974,1,2,0.039689,38.657084,22.565867,509.218362,0.259777,real,general,'computational fluid dynamics problem'
27534,27534,3594,3614,0.000199,5.486417,6.385577,40.775594,866281.117609,real,general,'economic problem'
6747,6747,1,2419,0.000641,4.327108,3.682779,13.562863,0,real,general,'chemical process simulation problem'
2000,2000,1,1,0.009995,19.99,4.359978,19.009405,20.986575,pattern,symmetric,'undirected random graph'
3000,3000,1,1,0.001333,4,0,0,4,pattern,symmetric,'undirected random graph'
2597,2597,242,242,0.010616,27.570658,16.878934,284.898415,32.571521,real,general,'subsequent computational fluid dynamics problem'
9506,9506,1,1,0.010755,102.237534,11.10782,123.383656,1.799957,real,symmetric,'subsequent theoretical/quantum chemistry problem'
5,5,1,1,0.76,3.8,0.83666,0.7,1,real,general,'directed weighted graph'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179928,real,general,'subsequent circuit simulation problem'
1814,1814,3,20,0.004431,8.036935,33.684141,1134.62136,7.192184,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871745,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291117,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
2919,2919,61,3,0.037737,110.15519,41.566197,1727.748697,137.838549,pattern,symmetric,'structural problem'
24993,24993,1,2,0.000112,2.799664,0.979951,0.960304,0,real,symmetric,'optimization problem'
7055,7055,1,1,0.000604,4.263926,0.508305,0.258374,361.917299,real,general,'directed weighted graph'
1813,1813,6,470,0.00342,6.201324,30.785697,947.759115,1.639906,real,general,'subsequent circuit simulation problem'
48,48,1,1,0.132813,6.375,1.044234,1.090426,12.025542,real,symmetric,'structural problem'
60012,60012,1,1,0.000178,10.665084,305.432698,93289.132984,448.437533,real,symmetric,'optimization problem'
32460,32460,3,3,0.000311,10.105853,15.477412,239.550272,46.986975,pattern,symmetric,'optimization problem'
13206,13206,1,1,0.001,13.210056,85.106862,7243.177986,731545.205658,real,symmetric,'optimization problem'
261,261,1,1,0.034042,8.885057,31.451828,989.217507,728.293945,real,general,'structural problem'
4800,4800,8,8,0.004438,21.3025,5.800115,33.641336,542.929184,real,general,'electromagnetics problem'
5177,5177,1,1,0.001313,6.796407,1.942539,3.773457,0.000076,real,symmetric,'model reduction problem'
49702,49702,199,199,0.000135,6.696048,23.220896,539.21002,40211810.000888,real,general,'circuit simulation problem'
29214,29214,2,2,0.005156,150.616896,676.285644,457362.272766,3000000,real,symmetric,'power network problem'
40337,40337,4931,12954,0.000089,3.593351,2.711414,7.351764,300158.633444,real,general,'eigenvalue/model reduction problem'
45087,45087,351,58,0.000161,7.263025,2.385858,5.692317,9.820044,pattern,symmetric,'undirected graph'
83334,83334,3656,3656,0.000865,72.125183,19.080309,364.058177,86299.29644,real,symmetric,'2D/3D problem'
4941,4941,1,1968,0.00054,2.669095,1.791454,3.209306,7.483051,pattern,symmetric,'undirected graph'
36476,36476,1,295,0.000107,3.908872,0.309639,0.095876,3.997126,pattern,symmetric,'2D/3D problem'
75888,75888,42185,13073,0.000088,6.705105,26.015145,676.787771,106.527918,pattern,general,'directed graph'
22687,22687,17535,467,0.000106,2.411293,4.287306,18.380994,3.402929,pattern,general,'directed graph'
2003,2003,1,1,0.020908,41.878682,22.809986,520.295464,4060044105203.674624,real,symmetric,'computational fluid dynamics problem'
1086,1086,2,2,0.018732,20.342541,5.621271,31.598686,42599.9608,real,symmetric,'structural problem'
1104,1104,559,559,0.003106,3.429348,2.530411,6.402982,66.496564,real,general,'computational fluid dynamics problem'
961,961,1,1,0.005069,4.870968,0.347611,0.120833,0,real,general,'subsequent computational fluid dynamics problem'
2603,2603,1,1,0.011369,29.593162,15.066521,227.000061,92.313915,real,general,'computational fluid dynamics problem'
20545,20545,6,8168,0.000203,4.163397,3.553911,12.63028,6906.456694,real,general,'chemical process simulation problem'
2000,2000,1,1,0.009995,19.99,4.539957,20.611206,21.074555,pattern,symmetric,'undirected random graph'
1000,1000,1,1,0.011818,11.818,12.936082,167.342218,24.497202,pattern,symmetric,'undirected random graph'
2880,2880,107,177,0.002198,6.329514,6.405546,41.031015,7809757.169395,real,general,'economic problem'
27534,27534,3594,3614,0.000199,5.486417,6.385577,40.775594,511.999983,real,general,'economic problem'
187,187,1,1,0.042638,7.973262,1.430968,2.047668,9.39982,pattern,symmetric,'structural problem'
419,419,1,1,0.020295,8.50358,1.744948,3.044844,10.33913,pattern,symmetric,'structural problem'
261,261,1,29,0.02202,5.747126,2.520157,6.351194,736.367037,real,general,'2D/3D problem'
9506,9506,1,1,0.012989,123.474227,14.259237,203.325848,1.829974,real,symmetric,'subsequent theoretical/quantum chemistry problem'
3242,3242,1,1,0.027929,90.546268,21.13565,446.715693,3.331957,real,general,'subsequent computational fluid dynamics problem'
9,9,1,1,0.604938,5.444444,0.527046,0.277778,1,real,general,'directed weighted graph'
7055,7055,1,1,0.000604,4.263926,0.508305,0.258374,361.914506,real,general,'directed weighted graph'
306,306,1,1,0.021552,6.594771,1.189781,1.415579,598.83543,real,symmetric,'structural problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.429989,real,general,'subsequent circuit simulation problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179827,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871659,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
6001,6001,1,1,0.063021,378.186969,649.680521,422084.779037,739131446.554682,real,symmetric,'optimization problem'
30004,30004,1,1,0.000167,4.999633,57.763892,3336.667166,102.221704,real,symmetric,'materials problem'
3024,3024,29,3,0.008732,26.404762,9.401553,88.389207,32.675702,pattern,symmetric,'structural problem'
66463,66463,1,1,0.002344,155.768157,350.746956,123023.42729,725.71342,pattern,symmetric,'optimization problem'
79841,79841,1,1,0.000087,6.937801,1.985838,3.943551,0.000095,real,symmetric,'model reduction problem'
352,352,352,80,0.003696,1.301136,0.867389,0.752363,1,pattern,general,'directed graph'
14913,14913,1,1,0.000586,8.743848,42.022965,1765.929553,2015.707911,real,symmetric,'optimization problem'
99340,99340,1,399,0.000095,9.468703,405.134923,164134.305637,2000000.897807,real,general,'circuit simulation problem'
4800,4800,14,14,0.001194,5.733333,1.960469,3.84344,3.751693,real,symmetric,'electromagnetics problem'
2053,2053,1,1,0.004377,8.985387,90.311437,8156.155732,728.293945,real,general,'structural problem'
56814,56814,2,2,0.002716,154.318759,962.154624,925741.520308,3000000,real,symmetric,'power network problem'
40366,40366,4941,12964,0.000089,3.592603,2.71078,7.34833,300158.633444,real,general,'eigenvalue/model reduction problem'
1024,1024,1,1,0.005829,5.96875,1.327578,1.762463,6.293702,pattern,symmetric,'undirected graph'
62451,62451,244,244,0.001028,64.168436,14.056374,197.581637,26454.022257,real,symmetric,'2D/3D problem'
36682,36682,28193,533,0.000066,2.407938,4.334447,18.787427,3.874982,pattern,general,'directed graph'
130,130,55,55,0.061361,7.976923,7.455777,55.588611,2.367365,real,general,'materials problem'
1473,1473,1473,1473,0.000679,1,0,0,63.156289,real,symmetric,'structural problem'
3312,3312,1675,1675,0.001896,6.27808,6.745019,45.495285,594.528315,real,general,'computational fluid dynamics problem'
229,229,1,1,0.033886,7.759825,2.127298,4.525396,9.696485,pattern,symmetric,'structural problem'
492,492,2,2,0.013038,6.414634,1.948112,3.795142,8.806194,pattern,symmetric,'structural problem'
666,666,1,41,0.00909,6.054054,2.548198,6.493314,768.469425,real,general,'2D/3D problem'
1806,1806,41,41,0.019455,35.135105,9.552509,91.250435,20502343122.307756,real,symmetric,'structural problem'
104,104,2,2,0.091716,9.538462,1.156854,1.338312,5.502378,real,general,'2D/3D problem'
4562,4562,322,322,0.00633,28.876589,16.726225,279.766613,13.053069,real,general,'subsequent computational fluid dynamics problem'
2870,2870,180,180,0.002884,8.276655,2.038864,4.156966,1,real,general,'computational fluid dynamics problem'
3268,3268,1,3037,0.001939,6.337821,9.59353,92.035827,17419.485377,real,general,'chemical process simulation problem'
2000,2000,1,1,0.009995,19.99,4.505891,20.303052,21.063571,pattern,symmetric,'undirected random graph'
1000,1000,1,1,0.011832,11.832,12.406276,153.915692,23.69635,pattern,symmetric,'undirected random graph'
2880,2880,107,177,0.002198,6.329514,6.405546,41.031015,1429.768554,real,general,'economic problem'
34454,34454,4430,4450,0.00016,5.521101,6.438143,41.44969,980453.125734,real,general,'economic problem'
9506,9506,1,1,0.015037,142.944667,17.411083,303.145807,1.902584,real,symmetric,'subsequent theoretical/quantum chemistry problem'
21200,21200,1,1,0.003312,70.224906,6.327149,40.032815,7.988064,real,general,'computational fluid dynamics problem'
46772,46772,1,1,0.000942,44.057599,5.876158,34.529235,2127448265.459888,real,symmetric,'structural problem'
306,306,1,1,0.021552,6.594771,1.189781,1.415579,380.653921,real,symmetric,'structural problem'
37,37,1,1,0.170197,6.297297,1.898316,3.603604,1,real,general,'directed weighted graph'
9000,9000,1,1,0.04049,364.41,94.76794,8980.962451,180.998705,real,symmetric,'2D/3D problem'
1813,1813,6,469,0.003421,6.202978,30.785641,947.755686,1.179946,real,general,'subsequent circuit simulation problem'
100,100,1,48,0.0708,7.08,7.07775,50.094545,40003.125735,real,general,'structural problem'
1434,1434,30,30,0.008864,12.711297,20.552394,422.400891,1805.875196,real,symmetric,'model reduction problem'
13296,13296,1903,5941,0.000276,3.672307,2.788674,7.776701,204339252,real,general,'eigenvalue/model reduction problem'
84414,84414,2,2,0.001843,155.613168,1181.18972,1395209.154519,3000000,real,symmetric,'power network problem'
2048,2048,1,1,0.002922,5.983398,1.393585,1.942079,6.412716,pattern,symmetric,'undirected graph'
99617,99617,1,1,0.000134,13.299557,3.920193,15.367912,16.665897,pattern,symmetric,'undirected graph'
77360,77360,6724,6670,0.000151,11.704602,36.844128,1357.489802,124.386184,pattern,general,'directed graph'
62586,62586,48438,1003,0.000038,2.36302,4.391601,19.286158,3.659282,pattern,general,'directed graph'
15343,15343,1,1,0.000898,13.778335,38.89829,1513.076986,750766.101768,real,symmetric,'optimization problem'
1484,1484,3,3,0.002774,4.117251,1.601078,2.563451,667522655035.997056,real,general,'power network problem'
4101,4101,1,1,0.002193,8.992685,127.859603,16348.077995,61096.820014,real,general,'structural problem'
1020,1020,114,157,0.005655,5.767647,3.447337,11.884134,6.412696,real,general,'circuit simulation problem'
29920,29920,2,2,0.002271,67.954545,57.821105,3343.280129,123.667848,pattern,symmetric,'optimization problem'
99190,99190,249,249,0.000059,5.836173,6.163581,37.989735,2000000.897807,real,general,'circuit simulation problem'
93279,93279,1,1,0.000139,12.985034,653.400867,426932.693552,25931007608.35934,real,symmetric,'optimization problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.881223,real,general,'subsequent circuit simulation problem'
1220,1220,34,188,0.003959,4.829508,4.014385,16.115289,2.871652,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
430,430,9,31,0.00835,3.590698,1.449992,2.102477,2001004.291115,real,general,'subsequent circuit simulation problem'
3306,3306,85,3,0.006854,22.660617,11.299327,127.674799,37.040322,pattern,symmetric,'structural problem'
1813,1813,6,469,0.003421,6.202427,30.785618,947.754255,1.340904,real,general,'subsequent circuit simulation problem'
3948,3948,7,7,0.007559,29.841945,7.646009,58.461458,10888765594.880658,real,symmetric,'structural problem'
1473,1473,10,10,0.009061,13.346232,5.164773,26.674879,21.132827,real,symmetric,'structural problem'
503,503,1,1,0.023821,11.982107,4.991395,24.914022,17.96933,pattern,symmetric,'structural problem'
24,24,1,1,0.277778,6.666667,1.833663,3.362319,8.335568,pattern,symmetric,'structural problem'
400,400,2,2,0.017875,7.15,2.991634,8.949875,5.502378,real,general,'2D/3D problem'
100,100,1,1,0.0396,3.96,0.196946,0.038788,1930.484541,real,general,'computational fluid dynamics problem'
